"sex","parental_level_of_education","lunch","test_preparation_course","math_score","reading_score","writing_score","id","parent_income","school_location","school_type","race","el_status","home_language","grade","age","close_friends","trusted_adult","mental_health","stress_rating","belonging","ses_score","alcohol_use","marijuana_use","siblings","pets"
"male","some college","Free","none",28.393486573742,31.1707234474194,23.9479603210968,141,13113.8156316129,"Urban","Public","Black","not EL","English",8,13,4,1,"very good",5,"very welcome",3.45,0,0,1,0
"female","bachelor's degree","Standard","completed",71.5905603374015,69.2857885330014,56.9810167286012,142,59523.8590220009,"Urban","Public","2 or more","not EL","English",8,13,3,1,"very good",6,"very welcome",9.18,0,0,2,0
"male","high school","Free","none",52.7650696434957,47.1456496854374,44.5262297273791,143,22507.004239753,"Urban","Public","White","not EL","English",6,11,3,1,"excellent",3,"mostly welcome",2.64,0,0,0,0
"female","some college","Reduced","none",10,10,11.5170375213353,144,39640.604642947,"Suburban","Public","White","not EL","English",6,11,4,0,"good",7,"very unwelcome",5.09,0,0,3,1
"female","some college","Reduced","none",75.8713422728079,67.5335372995364,62.1957323262649,145,42139.0215315164,"Rural","Charter","White","EL","Other",6,11,2,0,"poor",2,"mostly unwelcome",5.09,0,0,4,1
"male","some college","Reduced","completed",89.0309065301921,84.674329291346,70.3177520524999,146,48782.8861942307,"Suburban","Public","Latine","not EL","English",8,14,1,0,"excellent",3,"very welcome",5.09,1,0,0,2
"female","associate's degree","Free","none",52.0216729793825,52.0191232171022,42.016573454822,147,32012.7488114015,"Suburban","Public","White","not EL","English",8,14,4,0,"very good",6,"very unwelcome",4.27,0,0,2,0
"male","some high school","Free","none",58.4756323414265,57.1255579483175,46.7754835552085,148,30320.2371487761,"Rural","Charter","Latine","not EL","English",7,12,3,0,"excellent",3,"very welcome",1,0,0,0,0
"male","high school","Free","completed",60.3069720386205,53.8002694458416,50.2935668530627,149,21293.5826999383,"Urban","Public","Asian","not EL","English",6,12,2,1,"good",7,"very welcome",2.64,0,0,3,0
"male","some high school","Free","none",58.621180649409,57.2539829259491,46.8867852024892,150,22997.5024386597,"Urban","Public","Latine","not EL","English",7,13,3,1,"very good",5,"very welcome",1,1,0,1,0
"male","some high school","Free","completed",66.4037965252771,59.1798204634798,54.9558444016825,151,18765.9506842067,"Suburban","Public","2 or more","not EL","English",6,12,2,1,"very good",5,"very welcome",1,0,0,1,0
"female","associate's degree","Free","none",68.8731506982429,61.3586623808025,56.8441740633622,152,25363.7772006702,"Urban","Public","White","not EL","English",6,11,2,1,"good",6,"very unwelcome",4.27,0,0,2,0
"male","associate's degree","Reduced","completed",63.1516128027293,61.2514230612317,50.3512333197342,153,44730.0457222177,"Urban","Public","Black","not EL","English",7,13,3,1,"good",7,"very welcome",5.91,0,0,3,1
"male","high school","Free","completed",53.803737060893,48.062120936082,45.3205048112711,154,23767.1010399931,"Suburban","Public","Black","not EL","English",6,11,3,0,"very good",6,"very welcome",2.64,1,0,2,0
"female","some college","Free","none",57.8828043463903,57.1907097174032,46.4986150884161,155,30460.4731449355,"Urban","Public","Black","not EL","English",8,13,2,1,"very good",6,"very welcome",3.45,0,0,2,0
"female","some high school","Free","completed",87.7498536065695,78.014576711679,71.2792998167884,156,20166.9381931097,"Rural","Charter","Black","not EL","English",6,12,3,0,"good",8,"very welcome",1,0,0,3,0
"female","bachelor's degree","Standard","none",56.6659324284201,56.1169992015471,45.5680659746742,157,50744.6661343647,"Urban","Public","Asian","not EL","English",8,14,2,1,"excellent",3,"welcome half the time",9.18,1,0,0,0
"female","high school","Free","none",74.3874419149543,66.2242134543714,61.0609849937886,158,32097.7785251687,"Urban","Public","Latine","EL","Other",6,12,6,1,"excellent",3,"welcome half the time",2.64,1,0,0,0
"female","bachelor's degree","Reduced","none",50.2429120905436,49.8613930210679,40.4798739515922,159,41915.1529408476,"Urban","Public","Latine","EL","English",7,13,3,1,"very good",5,"very welcome",7.55,0,0,1,0
"female","high school","Reduced","none",77.2779646108029,74.3040864212967,61.3302082317905,160,38869.3909475311,"Rural","Charter","White","not EL","English",8,14,6,0,"very good",5,"mostly welcome",4.27,0,0,1,1
"female","high school","Free","none",39.4555714227581,40.3431512553748,32.2307310879915,161,31397.9403716358,"Suburban","Public","Black","not EL","English",7,12,3,0,"good",8,"very welcome",2.64,0,0,3,0
"female","some high school","Free","completed",57.5296441133068,51.3496859823296,48.1697278513523,162,31824.7368891562,"Urban","Public","White","not EL","English",6,12,3,1,"excellent",4,"mostly unwelcome",1,1,0,0,1
"male","some high school","Reduced","completed",61.1528200403689,54.5466059179725,50.9403917955762,163,39242.5963635264,"Urban","Public","Black","not EL","English",6,12,4,1,"excellent",4,"very welcome",2.64,0,0,0,2
"female","high school","Free","none",44.1493703742456,39.5435620949226,37.9377538155996,164,19456.7401337228,"Rural","Public","Latine","not EL","English",6,12,2,0,"good",7,"mostly welcome",2.64,0,0,3,0
"male","high school","Reduced","completed",65.4186022635061,58.310531408976,54.2024605544459,165,34793.5699038346,"Urban","Public","Black","EL","English",6,12,4,1,"very good",6,"welcome half the time",4.27,0,0,2,0
"female","associate's degree","Reduced","completed",66.810964167784,64.4802625009859,53.1495608341877,166,43266.8565412218,"Urban","Public","Latine","EL","Other",7,13,2,1,"very good",6,"very welcome",5.91,0,0,2,0
"female","high school","Free","none",43.8135375844651,39.2472390451163,37.6809405057674,167,28151.746995254,"Rural","Charter","Asian","not EL","English",6,11,4,0,"very good",5,"very welcome",2.64,1,0,1,0
"female","master's degree","Standard","none",30.1081060169421,27.1542111914195,27.2003163658969,168,84118.6425195415,"Urban","Public","White","not EL","English",6,12,3,1,"poor",9,"welcome half the time",10,0,0,0,1
"female","associate's degree","Reduced","completed",60.5541427554351,59.5477730195015,48.541403283568,169,37031.8486796677,"Urban","Public","Latine","not EL","English",8,14,5,1,"good",8,"very welcome",5.91,0,0,3,0
"female","some college","Reduced","none",87.9024236698775,78.1491973557743,71.395971041671,170,38242.4043799013,"Suburban","Public","White","not EL","English",6,12,4,0,"fair",3,"mostly welcome",5.09,1,0,0,0
"female","some high school","Free","none",73.844613481834,65.7452471898535,60.645880897873,171,30395.6182433471,"Urban","Public","White","not EL","English",6,11,4,1,"poor",9,"mostly welcome",1,0,0,4,0
"male","some college","Free","completed",63.0463148369277,61.7467483855244,50.4471819341212,172,33497.8322570163,"Urban","Public","Black","not EL","English",8,14,2,1,"excellent",4,"welcome half the time",3.45,0,0,0,0
"male","bachelor's degree","Standard","none",32.8987522082936,29.6165460661414,29.3343399239892,173,61079.6977878935,"Urban","Public","2 or more","not EL","English",6,11,4,1,"excellent",4,"very welcome",9.18,0,0,0,1
"male","some high school","Free","completed",70.6891152086197,68.4903957723115,56.2916763360033,174,28993.597181541,"Rural","Charter","White","not EL","English",8,14,4,0,"very good",6,"very welcome",1,0,0,2,0
"female","high school","Free","none",38.6329872607761,39.6173417006848,31.6016961405935,175,31236.7760737742,"Suburban","Public","Latine","EL","Spanish",7,13,2,0,"excellent",4,"mostly welcome",2.64,0,0,0,0
"female","some high school","Free","completed",97.3578690105639,86.4922373622623,78.6266057139606,176,28926.9976183587,"Suburban","Public","Latine","EL","Other",6,12,4,1,"fair",2,"very unwelcome",1,0,0,4,0
"female","some high school","Free","none",93.0574998391553,87.6389704463135,73.2204410534717,177,27076.7352019868,"Urban","Public","2 or more","not EL","English",7,12,3,1,"good",6,"very welcome",1,0,0,2,0
"male","some college","Free","none",48.6776763630397,49.0685379673879,39.4593995717362,178,25045.6919782586,"Urban","Public","White","EL","English",8,13,3,1,"good",7,"mostly welcome",3.45,0,0,3,0
"female","master's degree","Standard","none",65.6226248424093,63.4317278021258,52.2408307618424,179,75873.2822042224,"Urban","Public","Latine","EL","English",7,12,1,1,"very good",5,"very welcome",10,0,0,1,0
"male","some college","Reduced","none",81.646549814081,78.1587204241891,64.6708910342972,180,44439.1469494594,"Suburban","Public","Latine","EL","Spanish",8,14,4,0,"very good",5,"very welcome",5.09,0,0,1,1
"female","high school","Free","none",100,95.0859901316013,79.6745247807211,181,25821.3433440351,"Suburban","Public","White","not EL","English",7,13,3,0,"good",8,"welcome half the time",2.64,0,0,3,0
"female","associate's degree","Reduced","completed",46.6891329831194,41.7845291027524,39.8799252223854,182,42597.7879798712,"Suburban","Public","Black","not EL","English",6,11,3,1,"good",7,"mostly welcome",5.91,1,0,3,0
"male","some college","Reduced","none",73.0866346963807,70.6058541438653,58.1250735913499,183,39403.9027625769,"Urban","Public","White","not EL","English",8,14,2,1,"good",8,"mostly unwelcome",5.09,0,0,3,0
"female","high school","Free","none",68.3811604594676,65.8657298171773,54.350299174887,184,33305.4391892234,"Urban","Public","White","not EL","English",7,13,2,1,"very good",5,"mostly welcome",2.64,0,0,1,0
"male","associate's degree","Standard","completed",70.2338637899641,67.5004680499683,55.7670723099726,185,51059.438673573,"Suburban","Public","White","not EL","English",7,12,2,1,"very good",5,"very welcome",7.55,0,0,1,2
"female","high school","Free","none",34.3159751169105,30.8670368678622,30.4180986188139,186,26435.3611065844,"Suburban","Public","Latine","not EL","English",6,12,3,1,"good",6,"very welcome",2.64,0,0,2,0
"female","associate's degree","Reduced","none",62.6743314857542,61.4185277815478,50.1627240773414,187,38279.0185210319,"Urban","Public","White","not EL","English",8,14,1,1,"excellent",4,"welcome half the time",5.91,1,0,0,0
"male","high school","Reduced","completed",66.2470774883102,59.0415389602737,54.8360004322372,188,37769.0194282539,"Urban","Public","Latine","not EL","English",6,12,3,1,"very good",6,"mostly unwelcome",4.27,0,0,2,1
"male","bachelor's degree","Reduced","none",52.2490848385679,51.6315454457952,42.0140060530225,189,46926.3581558745,"Suburban","Public","Black","not EL","English",7,12,4,0,"very good",6,"very welcome",7.55,1,0,2,0
"female","some college","Reduced","none",42.9476703251351,38.483238522178,37.0188067192209,190,40496.2917397706,"Urban","Public","2 or more","not EL","English",6,11,2,1,"excellent",4,"mostly welcome",5.09,0,0,0,1
"male","high school","Free","none",39.3477347859709,40.248001281739,32.1482677775071,191,29019.086317151,"Rural","Charter","Black","not EL","English",7,13,3,0,"very good",5,"very welcome",2.64,0,0,1,0
"male","high school","Reduced","none",65.2504562801231,58.1621673059909,54.0738783318588,192,48106.4978370196,"Suburban","Public","Latine","EL","Other",6,11,2,0,"very good",6,"mostly welcome",4.27,0,0,2,3
"female","some college","Reduced","completed",62.8024411860314,60.943330458263,50.0842197304946,193,42287.2630782637,"Urban","Public","Latine","EL","English",7,12,3,1,"very good",6,"very welcome",5.09,1,0,2,1
"female","some high school","Free","none",70.5582632505182,68.3749381622219,56.1916130739257,194,28916.6254414813,"Rural","Public","Latine","not EL","English",8,13,0,0,"very good",5,"very welcome",1,0,0,1,0
"male","high school","Free","none",46.6256754045163,41.728537121632,39.8313988387478,195,30060.6537268987,"Urban","Public","Latine","not EL","English",6,12,2,1,"very good",5,"mostly welcome",2.64,0,0,1,0
"male","bachelor's degree","Standard","completed",78.9403825877311,75.1826905185862,62.4249984494414,196,72726.5012070439,"Urban","Public","White","not EL","English",7,13,4,1,"poor",9,"mostly unwelcome",9.18,0,0,4,3
"male","bachelor's degree","Standard","none",60.7901000345924,59.755970618758,48.7218412029236,197,53170.647079172,"Suburban","Public","White","not EL","English",8,13,4,1,"fair",3,"very welcome",9.18,0,0,0,0
"female","some high school","Free","completed",61.939305185057,60.181739869168,49.4241745532789,198,19977.8333218698,"Suburban","Public","White","not EL","English",7,12,2,1,"very good",5,"welcome half the time",1,0,0,1,0
"male","some college","Reduced","none",53.1988206546569,47.5283711658737,44.8579216770906,199,36774.0261967209,"Suburban","Public","White","not EL","English",6,11,2,0,"very good",6,"very unwelcome",5.09,0,0,2,0
"male","associate's degree","Standard","completed",81.9757385429948,78.4491810673484,64.9226235917019,200,49632.7873782322,"Rural","Charter","Latine","not EL","English",8,14,2,0,"good",8,"very welcome",7.55,0,0,3,2
"male","high school","Reduced","completed",79.2490807376473,75.4550712391006,62.6610617405539,201,47575.9952643471,"Urban","Public","2 or more","not EL","English",7,13,3,1,"good",6,"welcome half the time",4.27,0,0,2,3
"male","some college","Reduced","completed",51.7805408415288,46.276947801349,43.7733547611691,202,34298.802257853,"Urban","Public","White","not EL","English",6,12,2,1,"good",8,"mostly welcome",5.09,0,0,3,0
"male","some college","Free","none",27.748694658608,25.0723776399482,25.3960606212885,203,30413.6706490982,"Suburban","Public","2 or more","EL","Other",6,12,5,0,"very good",5,"very welcome",3.45,0,0,1,0
"male","bachelor's degree","Reduced","none",36.0470502211858,37.9238678422228,29.8006854632598,204,38615.9118948152,"Urban","Public","White","not EL","English",8,14,3,1,"very good",5,"mostly welcome",7.55,0,0,1,0
"female","some high school","Free","completed",57.3407308768053,56.7124095971811,46.084088317557,205,21141.6063981208,"Suburban","Public","Black","not EL","English",8,13,3,1,"good",6,"very welcome",1,1,0,2,0
"male","bachelor's degree","Reduced","completed",50.1897844547054,50.402750989446,40.6157175241865,206,46935.1673262973,"Suburban","Public","White","not EL","English",8,14,4,1,"very good",5,"mostly welcome",7.55,0,0,1,0
"female","some high school","Reduced","completed",71.1894590138578,68.3436403063451,56.4978215988324,207,36017.0635412471,"Suburban","Public","White","not EL","English",7,13,3,0,"excellent",4,"welcome half the time",2.64,0,0,0,2
"male","bachelor's degree","Standard","completed",44.1809994595738,39.5714701113886,37.9619407632035,208,72507.9256491275,"Rural","Charter","Latine","EL","English",6,11,4,0,"good",7,"very welcome",9.18,0,0,3,3
"female","high school","Free","none",45.4532065963289,46.2234175849961,36.9936285736633,209,20148.9450566641,"Suburban","Public","Latine","EL","Spanish",8,13,3,1,"excellent",4,"mostly welcome",2.64,1,0,0,0
"male","bachelor's degree","Reduced","none",45.3020012447558,46.090001098314,36.8780009518721,210,44060.0007322093,"Urban","Public","White","not EL","English",8,13,5,1,"very good",5,"welcome half the time",7.55,0,0,1,0
"female","high school","Reduced","none",74.0836750182236,70.8973603101973,58.711045602171,211,35549.6345606626,"Suburban","Public","Asian","not EL","English",7,13,5,0,"very good",6,"very welcome",4.27,0,0,2,0
"male","master's degree","Standard","none",52.6733407560635,47.0647124318207,44.4560841075779,212,85681.4494581659,"Urban","Public","Latine","not EL","English",6,11,2,1,"very good",5,"welcome half the time",10,0,0,1,1
"female","high school","Reduced","none",76.2218139827948,67.8427770436425,62.4637401044901,213,44997.652587192,"Rural","Public","Latine","EL","English",6,11,4,0,"very good",5,"very welcome",4.27,0,0,1,2
"female","associate's degree","Reduced","none",63.2214370871321,61.9012680180577,50.5810989489834,214,38600.8453453718,"Suburban","Public","2 or more","not EL","English",8,13,1,1,"very good",5,"very welcome",5.91,0,0,1,0
